Table V9.0,fnGetKeys.Key,fnGetKeys.Description,fnGetKeys.Duplicates,fnGetKeys.Activity code
STOCK,STO0,STOFCY+STOCOU,No,
STOCK,STO1,STOFCY+PALNUM+ITMREF,Yes,
STOCK,STO3,ITMREF+STOFCY+LOT+SLO+LOC,Yes,
STOCK,STO4,STOFCY+LOC,Yes,
STOCK,STO5,ITMREF+SERNUM,Yes,
STOCOST,STP0,ITMREF+STOFCY+CSTDAT+CSTTIM+CSTCOU,No,
STOCOST,STP1,ITMREF+STOFCY+VCRTYP+VCRNUM+VCRLIN,Yes,
STOJOU,STJ0,STOFCY+UPDCOD+ITMREF-IPTDAT+MVTSEQ+MVTIND,No,
STOJOU,STJ1,STOFCY+VCRTYP+VCRNUM+VCRLIN,Yes,
STOJOU,STJ2,UPDCOD+ITMREF-IPTDAT+MVTSEQ+MVTIND,Yes,
STOJOU,STJ3,UPDCOD-CREDAT-CRETIM+ITMREF,Yes,
STOJOU,STJ4,ITMREF+IPTDAT+CREMVTDAT+CREMVTTIM+CREMVTSEQ,Yes,
STOJOUOVE,SJV0,STOFCY+UPDCOD+ITMREF-IPTDAT+MVTSEQ+MVTIND+OVENAT,No,
STOJOUVAL,SJV0,STOFCY+UPDCOD+ITMREF-IPTDAT+MVTSEQ+MVTIND,No,
STOLOC,STC0,STOFCY+LOC,No,
STOLOC,STC1,STOFCY+OCPCOD+LOCTYP+PPSSEQ,No,
STOLOC,STC2,STOFCY+LOCTYP+PPSSEQ,No,
STOLOC,STC3,STOFCY+LOCTYP+LOC,No,
STOLOC,STC4,STOFCY+LOCCAT+LOCTYP+LOC,No,
STOLOC,STC5,STOFCY+WRH+LOC,No,WRH
STOLOCAFF,STF0,STOFCY+LOC+ITMREF,No,
STOLOCAFF,STF1,STOFCY+ITMREF+LOC,No,
STOLOCRES,SWL0,PRONUM+LINNUM,No,
STOLOCRES,SWL1,STOFCY+LOC,Yes,
STOLOT,STL0,ITMREF+LOT+SLO,No,
STOLOT,STL1,ITMREF+LOTCREDAT+LOT+SLO,No,
STOLOT,STL2,ITMREF+SHLDAT+LOTCREDAT+LOT+SLO,No,
STOLOT,STL3,SHLDAT+ITMREF+LOT+SLO,No,
STOLOTFCY,SLF0,ITMREF+LOT+SLO+STOFCY,No,
STOMVTCOST,SMC0,CSTCOU+CSTTIM+CSTDAT+VCRNUM+VCRLIN+VCRTYP,No,
STOMVTCOST,SMC1,CSTCOU+CSTTIM+CSTDAT,Yes,
STOPAR,STE0,STOFCY+TCLCOD,No,
STOPRED,PRE0,PRHNUM+PRELIN,No,
STOPRED,PRE1,ORINUM+ORILIN+ORISEQ,Yes,
STOPREH,PRH0,PRHNUM,No,
STOPREH,PRH1,STOFCY+DLVFLG+PRHNUM,No,
STOPREH,PRH2,STOFCY+PRLNUM+DLVFLG+PRHNUM,No,
STOPREH,PRH3,SDHNUM+PRHNUM,No,
STOPRELIS,PRL0,PRLNUM+PRLSEQ,No,
STOPRELIS,PRL1,ORITYP+ORINUM+ORILIN+ORISEQ,Yes,
STOPRELIS,PRL2,PRHNUM+PRELIN+PRLNUM+PRLSEQ,Yes,
STOPRELISW,PLW0,PRONUM+WKEY+ORITYP+ORI1+ORI2+ORI3,No,
STOPREW,PRW0,PRONUM+WKEY+ORITYP+ORI1+ORI2+ORI3,No,
STOPREW,PRW1,PRONUM+WKEY+WKEYD+ORITYP+ORI1+ORI2+ORI3,No,
STOQLYD,QLD0,VCRTYP+VCRNUM+VCRLIN,No,
STOQLYD,QLD1,ITMREF+STOFCY+VCRTYP+VCRNUM+VCRLIN,No,
STOQLYD,QLD2,VCRTYP+VCRNUM+LOT+SLO+SERNUM,Yes,
STOQLYD,QLD3,VCRTYP+VCRNUM+VCRLINORI+SERNUM,Yes,
STOQLYH,QLH0,VCRTYP+VCRNUM,No,
STOQLYH,QLH1,STOFCY+ITMREF+VCRNUM,No,
STOQLYH,QLH2,VALFLG+VCRTYP+VCRNUM,No,
STOQLYH,QLH3,VCRTYPORI+VCRNUMORI+ITMREF,Yes,
STOQLYSMP,SMP0,VCRTYP+VCRNUM+ITMREF+LOT,No,
STOQUAL,STQ0,QLYCTLDEM,No,
STOQUAL,STQ1,ITMREF+LOT+QLYCTLDEM,No,
STOREO,REO0,STOFCY+LOC+ITMREF,No,
STOREO,REO1,VCRTYP+VCRNUM+VCRLIN,Yes,
STOSER,STS0,ITMREF+SERNUM,No,
STOSER,STS2,ITMREF+SDHTYP+SDHNUM+SDDLIN+SERNUM,No,
STOSRG,SRG0,STOCOU+VCRTYP+VCRNUM+VCRLIN,No,
STOSRG,SRG1,STOFCY+ITMREF,Yes,
STOSRG,SRG2,STOFCY+LOC,Yes,
STOSRG,SRG3,STOFCY+VCRTYP+VCRNUM+VCRLIN,Yes,
STOSRG,SRG4,STOFCY+SRGPPS,Yes,
STOSRG,SRG5,STOFCY+VCRNUM+VCRLIN,Yes,
STOSRGW,SGW0,STOCOU+VCRTYP+VCRNUM+VCRLIN+SRGSEQ,No,
STOSYNW,SYW0,CUNLISNUM+STOFCY+ITMREF+SEQ,No,
STOSYNW,SYW1,STOFCY+ITMREF+LOT+SLO+LOC+STA,Yes,
STOSYNW,SYW2,STOFCY+ITMREF+SERNUM,Yes,
STOTRK,STR0,ITMREF+LOT+SLO-IPTDAT+MVTSEQ+STOFCY,No,
STOTRK,STR1,VCRTYP+VCRNUM+VCRLIN,Yes,
STOTRK,STR2,ITMREF+SERNUM-IPTDAT+MVTSEQ+STOFCY,Yes,
STOTRKWRK,SKW0,PRONUM+LEV,No,
STOTRKWRK,SKW1,CREUSR+CREDAT+PRONUM+LEV,No,
STOVALCUM,SVC0,PRONUM+STOFCY+TCLCOD+TSINUM+TSICOD+BUY,No,
STOVALWRK,STV0,CREUSR+PRONUM+ITMREF+STOFCY+LOT+STOCOU,No,
STOWIPW,SWW0,STOCOU+PRONUM+SEQ,No,
SUBCONT,PRX0,BPRNUM,No,
SUCURSAL,,,,
SVCRFOOT,SVF0,VCRNUM+VCRTYP+DTA,No,
SVCRFOOT,SVF1,VCRTYP+VCRNUM+DTA,No,
SVCRFOOT,SVF2,VCRTYP+VCRNUM+CLCORD+DTA,No,
SVCRFOOT,SVF3,NUM+VCRTYP+VCRNUM+DTA,No,
SVCRVAT,SVV0,VCRTYP+VCRNUM+VAT,No,
SVCRVAT,SVV1,VCRTYP+VCRNUM+VATTYP+VAT,No,
SVCRVAT,SVV2,NUM+VCRTYP+VCRNUM+VAT,No,
SWIEZAG,SWIEZ0,DAT,No,
SWIIMPBVR,SWIIMP0,NUMIMP+LINE,No,
SWIIMPTMP,SWITMP0,NUMIMP+LINE,No,
SWIIMPTMP,SWITMP1,NUMIMP+CUR+NUMMICRO,Yes,
SWRKDLV,SWD0,PRONUM+SWDKEY+SOHNUM+SOPLIN+SOQSEQ,No,
SWRKDLV,SWD1,PRONUM+SOHNUM,Yes,
SWRKINV,SWI0,PRONUM+SWIKEY+SWIKEY1+NUM+LIN+SEQ,No,
SWRKINV,SWI1,PRONUM+NUM,Yes,
SYNCDATA,SYD0,SYDNUM,No,
SYNCDATA,SYD1,SYDUSR,Yes,
SYNCLINK,SYL0,SYLNUM,No,
SYNCPAR,SYP0,SYPUSR,No,
TAAAXXX,XXX0,XXXNUM,No,
TABACCINT,TCI0,CPYSRC+CPYTGR,No,
TABACCLIK,TCK0,COA+FCY1+FCY2,No,
TABALLRUL,TRU0,TRUCOD,No,
TABBOMALT,TBO0,BOMALTTYP+BOMALT,No,
TABBOMALT,TBO1,FCY+BOMALT+BOMALTTYP,No,
TABBOMALT,TBO2,BOMALT+BOMALTTYP,No,
TABBUDTYP,TBU0,BUDTYP+COLNUM,No,
TABBUDTYP,TBU1,BUDTYP+LINSELCRI,Yes,
TABCABCUT,CUT0,FCY,No,
TABCHANGE,TCH0,CHGTYP+CURDEN+CUR+CHGSTRDAT,No,
TABCHANGE,TCH1,CHGTYP+CURDEN+CHGSTRDAT+CUR,No,
TABCODEDT,TED0,CODEDT+LEG,No,
TABCOEFF,TCO0,UOM1+UOM2,No,
TABCONTAINER,TCTR0,TCTRNUM,No,
TABCOSTMET,TCM0,VLTCOD,No,
TABCOSTMVT,TVM0,VLTCOD+MVTTYP+TRSCOD,Yes,
TABCOSTMVT,TVM1,VLTCOD+NUM+MVTTYP+TRSCOD,No,
TABCOUAFF,TCA0,MODULE+LEG+CPY,No,
TABCOUNTRY,TCY0,CRY,No,
TABCTL,TCT0,TCT+TCTLIN,No,
TABCTL,TCT1,TCT+ALPCOD+NUMCOD,No,
TABCUR,TCU0,CUR,No,
TABDEPAGIO,TDA0,DEP+LEG,No,
TABDEPAGIO,TDA1,DEP,Yes,
TABEECNAT,TEC0,EECNAT+LEG,No,
TABEECSCH,TSC0,EECSCH+LEG,No,
TABEXPENS,TES0,CODEXP,No,
TABFILBAN,TFB0,COD+BAN+RECTYP+ORDNUM+LEG+NUM,No,
TABFILCASH,TFC1,MODULE+CODCAS+CODPAR,No,
TABFILCASH,TFC2,MODULE+CODCAS,Yes,
TABFILCASH,TFC3,MODULE+CODPAR+CODCAS,No,
TABFILTDS,TFT0,COD+RECTYP+NUM,No,
TABFOR,TFO0,FORTYP+FORCOD,No,
TABFORLEG,TFOLEG0,FORCOD+LEG,No,
TABGEOCOD,TGE0,GEOCOD,No,
TABLAN,TLA0,LAN,No,
TABLINCFG,TLP0,CFGLIN,No,
TABLOCTYP,TLO0,STOFCY+LOCTYP,No,
TABLOCTYP,TLO1,STOFCY+LOCCAT+LOCTYP,No,
TABMAT,TMA0,EMPNUM,No,
TABMAT,TMA1,USR,Yes,
TABMODELIV,TMD0,MDL,No,
TABMSG,TMS0,MSGNUM,No,
TABPACKAGE,TPA0,PCK,No,
TABPAM,TAM0,PAM+LEG,No,
TABPAYTERM,TPT0,PTE+LEG+PTELIN,No,
TABPAYTERM,TPT1,PTE+PTELIN,Yes,
TABPAYTERM,TPT2,PTE+LEG,Yes,
TABPAYTYP,TPY0,PAYTYP+LEG,No,
TABPIVTYP,TPV0,PIVTYP+LEG,No,
TABPLACE,TPC0,TPC,No,
TABPLACETIME,TPCT0,DPETPC+ARVTPC+TRNTPC+BPTNUM,No,
TABPNHTYP,TPN0,PNHTYP+LEG,No,
TABPNHTYP,TPN1,PNHTYP,Yes,
TABPRECOD,PRC0,STOFCY+NUMCRIT+PRECOD,No,
TABPRECOD,PRC1,STOFCY+PRECOD,Yes,
TABPRTMOD,TPM0,TPMCOD,No,
TABRATVAT,TRA0,VAT+LEG+CPY+STRDAT,No,
TABRATVAT,TRA1,VAT+CPY+STRDAT,Yes,
TABREOPOL,TRP0,REOPOL,No,
TABROUALT,TRO0,ROUALT,No,
TABROUALT,TRO1,FCY+ROUALT,No,
TABROUND,TRD0,RNDCOD,No,
TABSAFSTO,TSA0,SRVRAT,No,
TABSCA,TSR0,SCANUM,No,
TABSDHTYP,TSD0,SDHTYP+LEG,No,
TABSGHTYP,TSG0,SGHTYP+LEG,No,
TABSGHTYP,TSG1,SGHTYP,Yes,
TABSIVTYP,TSV0,SIVTYP+LEG,No,
TABSIVTYP,TSV1,SIVTYP,Yes,
TABSOHTYP,TSO0,SOHTYP+LEG,No,
TABSOHTYP,TSO1,SOHTYP,Yes,
TABSQHTYP,TSQ0,SQHTYP+LEG,No,
TABSQHTYP,TSQ1,SQHTYP,Yes,
TABSRHTYP,TRE0,SRHTYP+LEG,No,
TABSRHTYP,TRE1,SRHTYP,Yes,
TABSTASTO,TST0,STASTO,No,
TABSTORUL,SRU0,TCLCOD+STOFCY+TRSTYP+TRSCOD,No,
TABSUBDIV,ATU0,CRY+TYP+COD,No,
TABTNHTYP,TTN0,TNHTYP+LEG,No,
TABTNHTYP,TTN1,TNHTYP,Yes,
TABUNAVAIL,UVY0,UVYCOD,No,
TABUNIT,TUN0,UOM,No,
TABVAC,TVC0,COD+LEG,No,
TABVAC,TVC1,VACBPR+VACITM,Yes,
TABVAC,TVC2,VATTYP-ENAFLG-LEG-GRP-VACBPR-VACITM+COD,No,
TABVACBPR,TVB0,VACBPR+LEG,No,
TABVACITM,TVI0,VACITM+LEG,No,
TABVAT,TVT0,VAT+LEG,No,
TABVAT,TVT1,VAT,Yes,
TABVATEXE,TEX0,BPCNUM+NUMORD,No,
TABWEEDIA,TWD0,TWD,No,
TABWIPSTO,TWS0,STOCOU+STOSEQ,No,
TABWIPSTO,TWS1,STOFCY+ITMREF,Yes,
TABWIPSTO,TWS2,VCRTYP+VCRNUM+VCRLIN,Yes,
TABWRKCTR,TWC0,WCR,No,
TABWRKCTR,TWC1,WCRDES,Yes,
TACONTAINERC,TCTRC0,TCTRNUM,No,
TANKS,TKS0,TKS+FCY,No,
TANKSGATES,TGT0,TGTTKS+FCY+TGTLIN,No,
TANKSGATES,TGT1,TGTTKS+FCY+TGTGTS,No,
TASK,TSK0,TSKNUM,No,
TASK,TSK1,TSKDAT+TSKNUM,No,
TASK,TSK2,TSKCMP,Yes,
TASK,TSK3,TSKCCN,Yes,
TASK,TSK4,TSKREP+TSKDAT+TSKNUM,No,
TASK,TSK5,CREUSR,Yes,
TAUTILIS,TAU0,USR,No,
TAXLINK,DLK0,CLE,No,
TBASKET,TBA0,NUM,No,
TBASKET,TBA1,USR+SOHNUM+STAT,No,
TBASKETD,TBD0,NUM+BASKLIN,No,
TBASKETD,TBD1,NUM+ITMREF,No,
TCBLOB,TBB0,CODBLB+IDENT1+IDENT2+IDENT3,No,
TCCLOB,TBC0,CODCLB+IDENT1+IDENT2+IDENT3,No,
TDSPRV,TPR0,PRVNUM+CPY,No,
TDUPDCLC,TUC0,MFGNUM,No,
TEXCLOB,TXC0,CODE,No,
TEXCLOB,TXC1,IDENT1+IDENT2+IDENT3,Yes,
TEXCPT,TCC0,ABRFIC,No,
TGRLIS,TGL0,TGRTAB,No,
TGRLISFIE,TLF0,TGRTAB+TGRSSPNUM,Yes,
TGRLISFIE,TLF1,TGRTAB+TGRSSPNUM+TGRTABLNK+TGRFIE,No,
TGRLISLNK,TLL0,TGRTAB+TGRLNK,No,
TGRLISLNK,TLL1,TGRTAB+TGRLNK+TGRLNKIDX,No,
TGRSSP,TGP0,TGRSSPNUM,No,
TGRSSP,TGP1,TGR+TGRSSPNUM,Yes,
TITMLINK,TIK0,ITMREF+ITMLNK,No,
TITMMASTER,TIT0,ITMREF,No,
TMP2054,T540,EDTNUM+CPY+CLATXS+POSTXS,No,
TMP2055,T550,EDTNUM+CPY+CLATXS+POSTXS,No,
TMP2855,T550,EDTNUM+CPY+IMPSTRDAT+AASREF,No,
TMPARPT,TARPT0,NUMREQ+USR+RPTCOD+VCRNUM,No,
TMPBLA,ARM0,NUMREQ+USR+RPTCOD+NUMLIG,No,
TMPBLA,ARM1,USR+RPTCOD,Yes,
TMPCNSBAN,TCB0,TCBNUM,No,
TMPCNSBAN,TCB1,USRCRE+ADXNUM,Yes,
TMPCNSBAN,TCB2,ACCNUM,Yes,
TMPCNSBAN,TCB3,NUMPAY+USRCRE+ADXNUM,Yes,
TMPCNVECAR,TCE0,LEDTYP+SOC+SITE+NUM+DEV,No,
TMPCPTDTA,TCD0,TRTNUM+PCENUM+SEQNUM+DSP+CCE,No,
TMPCRPT,TCRPT0,NUMREQ+USR+RPTCOD+VCRNUM,No,
TMPCSRQ,TCR0,CREUSR+BPR+FCY+TYP+NUM+DUDDAT+DUDLIG,No,
TMPDERO,TDE0,EDTNUM+CPY+FCY+AASREF,No,
TMPDERO,TDE1,EDTNUM+AASREF,No,
TMPDFD,TDF0,EDTNUM+CPY+FCY+AASREF,No,
TMPDFD,TDF1,EDTNUM+AASREF,No,
TMPEXPENSE,EXT0,CPY+CUR+BPRGTETYP+FCY+SEP+DATEXS,Yes,
TMPEXPENSE,EXT1,ACCNUM,No,
TMPFAS1PAGE,T1P0,CPY+AASREF,Yes,
TMPFAS246G,T2460,CPY+AASREF+DPRPLN+POSTXS,Yes,
TMPFASLIST,TFL0,EDTNUM+AASREF,No,
TMPFASLIST,TFL1,EDTNUM+CPY+FCY+AASREF,No,
TMPFASPHY,TPH0,NUMLIG,No,
TMPFUP0,TFP0,QURNUM,No,
TMPFUP0,TFP1,CREDAT+QURNUM,No,
TMPFUP1,TFP1,NUMREQ+BPC+CPY+FCY,No,
TMPFUP1,TFP2,BPC,Yes,
TMPFUP1,TFP3,CPY,Yes,
TMPFUP2,TFP1,NUMREQ+NUMDUD,No,
TMPFUP2,TFP2,NUMDUD,Yes,
TMPFUP2,TFP3,BPC,Yes,
TMPFUP2,TFP4,BPC+FUPMOD,Yes,
TMPFUP2,TFP5,NUMREQ+FCY,Yes,
TMPFUP2,TFP6,NUMREQ+LEVFUP,Yes,
TMPFUPCMT,TCF0,NUMDUD,No,
TMPINVEXP,,,,
TMPINVEXPW,,,,
TMPIPTACPT,IPT0,TYP+NUM+LIN+LEDTYP,No,
TMPKRPT,TKRPT0,NUMREQ+USR+RPTCOD+VCRNUM,No,
TMPLEARNT,TDR0,EDTNUM+CPY,No,
TMPLISLOF,TLI0,EDTNUM+CODLOF+LINLOF,No,
TMPLISLOF,TLI1,EDTNUM+CPY+FCY+CODLOF+LINLOF,No,
TMPLOFGRP,TDE0,EDTNUM+CPY+FCY+AASREF+CODLOF+LINLOF,No,
TMPLOFGRP,TDE1,EDTNUM+CODLOF+LINLOF,No,
TMPLOFGRP,TDE2,EDTNUM+AASREF,Yes,
TMPMASFA2,MF10,TRTNUM+OBJREF,No,
TMPMASFA2,MF11,TRTNUM+CPY+OBJREF,No,
TMPMASFAS,MFS0,TRTNUM+OBJREF,No,
TMPMASFAS,MFS1,TRTNUM+CPY+OBJREF,No,
TMPMASLCK,TML0,TRTNUM+OBJREF,Yes,
TMPMASLCK,TML1,TRTNUM+OBJREF+OBJLIN,No,
TMPMASLEA,MFS0,TRTNUM+OBJREF,No,
TMPMASLEA,MFS1,TRTNUM+CPY+OBJREF,No,
TMPMASLOF,MFS0,TRTNUM+OBJREF,No,
TMPMASLOF,MFS1,TRTNUM+CPY+OBJREF,No,
TMPMASPHY,MFS0,TRTNUM+OBJREF,No,
TMPMASPHY,MFS1,TRTNUM+CPY+OBJREF,No,
TMPPAYDUD,TPD0,CPY+PAYTYP+GRPCRI+FLG,Yes,
TMPPAYDUD,TPD1,ACCNUM+DUDLIG,No,
TMPPAYDUD,TPD2,AMTLOC,Yes,
TMPPAYDUD,TPD3,DUDDAT,Yes,
TMPPAYDUD2,TP20,CPY+PAYTYP+GRPCRI+FLG+UIDUSR,No,
TMPPAYDUD2,TP21,AMTLOC,Yes,
TMPPAYTOT,PYT0,TRC+PAYTYP+FCY+CUR+BAN+DUDDAT+SNS,No,
TMPPLNFAS,TPF0,TRTNUM+OBJREF+DPRPLN,No,
TMPPRPT,TPRPT0,NUMREQ+USR+RPTCOD+VCRNUM,No,
TMPREEVAL,TRV0,EDTNUM+CPY+FCY+AASREF,No,
TMPREEVAL,TRV1,EDTNUM+AASREF,No,
TMPSIMDERO,TDS0,EDTNUM+CPY+FCY+AASREF+FIYENDDAT+PERENDDAT,No,
TMPSIMDERO,TDS1,EDTNUM+AASREF+FIYENDDAT+PERENDDAT,No,
TMPSITU,TDE0,EDTNUM+CPY+FCY+AASREF,No,
TMPSITU,TDE1,EDTNUM+AASREF,No,
TMPSITUCUR,,,,
TMPSRPT,TSRPT0,NUMREQ+USR+RPTCOD+VCRNUM,No,
TMPTCHANGE,TCG0,CHGTYP+CURDEN+CUR+CHGSTRDAT,No,
TRADESHOW,OMT0,OMTNUM,No,
TRADESHOW,OMT1,CMGNUM,Yes,
TRANNOTED,TND0,TNHNUM+TNDLIN,No,
TRANNOTEH,TNH0,TNHNUM,No,
TRANSPORT,TRNP0,TRNNUM,No,
TRANSPORT,TRNP1,ARVEXPDAT+TRNNUM,Yes,
TRCABX3,TAB0,NUMACT+CPY+TRITRC+SEQNUM+ERRCOD,No,
TRCABX3,TAB1,NUMACT+TRITRC+CPY+SEQNUM,No,
TRCVCRDOC,TVD0,TYPNUM+NUM+TYPVCR+NUMVCR,No,
TRCVCRDOC,TVD1,ACCNUM+TYPVCR+NUMVCR,No,
TRCVCRDOC,TVD2,TYPVCR+NUMVCR,No,
TXSA,TXS1,TXSNAM,No,
TXSA,TXS0,LSTGRP+TXSNAM,No,
TXSAC,TXA0,TXSNAM+NUMCOL,No,
TXSD,TXD0,TXSNAM+LIG+COL,No,
TXSD,TXD1,TXSNAM+COL+LIG,No,
TXSM,TXM0,TXSNAM+VERSION+LIG+COL+IND,No,
TXSP,TXP0,TXSNAM+VERSION+COL,No,
TXSV,TXX0,TXSNAM+VERSION+VARNAM,No,
TXSW,TXW0,LSTGRP+TXSNAM+VERSION,No,
TXSW,TXW1,TXSNAM+VERSION,No,
TYPACE,TPE0,ACETYP+LEG+CPY,No,
TYPACE,TPE1,LEG+CPY+DPRPLN+ACEGRP+ACETYP,Yes,
TYPACEINT,TPI0,ACETYP+LEG+CPY+TMPFLD+TMPIND,No,
TYPACELEG,TPL0,ACETYP+LEG+CPY+LEGLIN,No,
TYPCOMBEL,TYC0,COD+NUM,No,
UNFILWRK,UNF0,REQNUM+USER+RPTCOD+NUMLIG,No,
UNITOFTIME,UOT0,UOM,No,
UNPAID,UNP0,NUM+CUR,No,
UPORDER,POH0,POHNUM+REVNUM,No,
UPORDERC,POC0,POHNUM+LINREVNUM+POPLIN,No,
UPORDERP,POP0,POHNUM+LINREVNUM+POPLIN+POPSEQ,No,
UPORDERQ,POQ0,POHNUM+LINREVNUM+POPLIN+POQSEQ,No,
USERGUIDES,UGD0,UGD,No,
VATBOX,VTB0,VATFNC+LEG+LIN,No,
VATBOX,VTB1,VATFNC+LEG+VATBOX,No,
VATBOXD,VTD0,VATFNC+LEG+LIN+FLGVAT+VATIPT+VAT+VCRTYP+VLYSTR+VLYEND,Yes,
VATBOXD,VTD1,VATFNC+LEG+VCRTYP+FLGVAT+VATIPT+VAT+VLYSTR+VLYEND,Yes,
VATCLS,VCL0,CPY+VAT,No,
VATENTFRM,VEF0,VATFRM+VATFNC+LEG,No,
VATENTFRMD,VEFD0,VATFRM+VATFNC+LEG+LIN,No,
VATENTFRMD,VEFD1,VATFRM+VATFNC+LEG+VATBOX,No,
VATEXEREA,VER0,CODE,No,
VATFRMENT,VFE0,VATENTNUM,No,
VATFRMENT,VFE1,VATENTNUM+VATFNC+LEG+CODVATGRP,No,
VATFRMENT,VFE3,CODVATGRP+VATFNC-DCLSTRDAT,Yes,
VATFRMENTA,VFEA0,VATENTNUM+VFEACPY+VATBOX+LIG,No,
VATFRMENTC,VFEC0,VATENTNUM+LIG,No,
VATFRMENTC,VFEC1,VATENTNUM+CPY+VATBOX,No,
VATFRMENTD,VFED0,VATENTNUM+LIN,No,
VATFRMENTD,VFED1,VATENTNUM+VATBOX,No,
VATFRMENTN,VFEN0,VATENTNUM+SEQ,No,
VATFRMENTN,VFEN1,VATENTNUM+DCLVATTYP+NUMRPT,No,
VATGRP,VATGH0,CODVATGRP,No,
VATGRPD,VATGD0,CODVATGRP+LIN,No,
VATGRPD,VATGD1,CODVATGRP+CPY,No,
VATHIS,VAT0,AASREF+DPRPLN+DATVATREG+TIMSTP,No,
VATHIS,VAT1,AASREF+DPRPLN+VATREGTYP+DATVATREG+TIMSTP,No,
VATLINITMGER,VLI0,REFNO+IDUSER,Yes,
VDGERRSP,RSP0,LEG+VAT+TRNTYP,No,
VDGERRSP,RSP1,LEG+VAT-STRDAT,Yes,
VDGERRSP,RSP2,LEG+VAT,Yes,
VDGERTRP,TRPG0,LEG+VAT+LINENO,No,
VDGERTRP,TRPG1,VAT+FLGVAT+VATIPT,Yes,
VDGERTRP,TRPG2,VAT,Yes,
VDGERTRP,TRPG3,FLGVAT+VATIPT,Yes,
VDGERTRP,TRPG4,LEG+VAT,Yes,
VDGERTRP,TRPG5,LEG+VAT+REPLINE+FLGVAT+VATIPT+STRDAT+ENDDAT,No,
VDSWITRP,TRSP0,LEG+VAT+NUMLIG,No,
VDSWITRP,TRSP1,LEG+VAT+REPLIN,No,
VDSWITRP,TRSP2,LEG+VAT,Yes,
VSORDER,VOH0,SOHNUM+REVNUM,No,
VSORDERC,VOC0,SOHNUM+ITMREVNUM+SOPLIN,No,
VSORDERP,VOP0,SOHNUM+LINREVNUM+SOPLIN+SOPSEQ,No,
VSORDERQ,VOQ0,SOHNUM+LINREVNUM+SOPLIN+SOQSEQ,No,
WAREHOUSE,WRH0,WRH,No,
WAREHOUSE,WRH1,STOFCY+WRH,No,
WARFLYER,FLY0,NUM,No,
WARFLYER,FLY1,FLYORI+FLYORIVCR+FLYORIVCRL,Yes,
WARREQCPN,RCW0,RQWNUM+RQWNUMLIN,No,
WARREQUEST,RQW0,RQWNUM,No,
WCUNLISDET,WCU0,NUMREQ+USR+CUNSSSNUM+CUNLISNUM+ITMLISNUM,No,
WEIGHING,WGG0,MFGNUM+BOMOPE+ITMREF+MFGLIN+BOMSEQ+CBTDAT+MVTSEQ,No,
WEIGHPRT,WGP0,MFGNUM+BOMOPE+ITMREF+MFGLIN+BOMSEQ+CBTDAT+MVTSEQ+PRTSEQ,No,
WIPCOST,MWI0,VCRTYP+VCRNUM+TXNTYP+WIPSEQ,No,
WIPCOST,MWI1,MFGTRKNUM+MFGTRKLIN+VCRTYP+VCRNUM+WIPSEQ,No,
WIPCOST,MWI2,VCRTYP+VCRNUM+VCRLIN+STU+WIPSEQ,No,
WIPCOST,MWI3,VCRTYP+VCRNUM+OPENUM+OPESPLNUM+STU+WIPSEQ,No,
WIPCOST,MWI4,VCRTYP+VCRNUM+VCRLIN+BOMSEQ+ITMREF+STU+WIPSEQ,No,
WIPCOST,MWI5,VCRTYP+VCRNUM+WIPSEQ+TXNTYP,No,
WIPRESW,WRW0,UID+VCRTYP+VCRNUM+VCRLIN+TYPCST+OVETYPCST+BRDCOD,No,
WIPRESW,WRW1,UID+MFGFCY+TYPCST+OVETYPCST+BRDCOD+VCRTYP+VCRNUM+VCRLIN,No,
WIPSCPM,MSM0,MFGNUM+MFGLIN+BOMSEQ+ITMREF+TXNTYP+PRONUM,No,
WIPSCPO,MSO0,MFGNUM+OPENUM+OPESPLNUM+TXNTYP+PRONUM,No,
WIPTMP,MWT0,ENTCOD+CPY+KEY1+KEY2+KEY3+KEY4+KEY5+VCRTYP+VCRNUM+WIPSEQ,No,
WORKCOST,WCT0,VLTCCE+VLTFCY,No,
WORKCOST,WCT1,VLTFCY+VLTCCE,No,
WORKLOAD,WKL0,MFGFCY+WST+PEREND,No,
WORKLOAD,WKL1,MFGFCY+WCR+WST+PEREND,No,
WORKSTATIO,WST0,WST+WCRFCY,No,
WORKSTATIO,WST1,WCR+WSTTYP+WST,Yes,
WORKSTATIO,WST2,WSTDES,Yes,
WORKSTATIO,WST3,WCR+WST,Yes,
WORKSTATIO,WST4,WCRFCY+WCR+WST,No,
WORKSTATIO,WST5,WCRFCY+WST,No,
WRKPURFCS,WPF0,NUMREQ+USR+NUMLIG,No,
WRKSTOCNS,WCN0,NUMREQ+USR+NUMLIG,No,
WRKSTOPER,WSP0,STOFCY+ITMREF+IPTDAT,No,
WSTANL,WSA0,WCRFCY+WST+PEREND,No,
WSTOALL,WSTA0,NUMREQ+USR+STOFCY+ITMREF+STOCOU+SEQ,No,
WSTOLOTFCY,WSL0,NUMREQ+USR+ITMREF+LOT+SLO+STOFCY,No,
WSTOQLYD,WQL0,NUMREQ+USR+VCRTYP+VCRNUM+ITMREF+LOT,No,
WSTOREO,WREO0,NUMREQ+USR+ORIREO+STOFCY+LOC+ITMREF+SEQ,No,
